Driver,LapNumber,LapTime,TyreLife,Compound,Stint,LapTimeSec
VER,1.0,0 days 00:01:37.284000,4.0,SOFT,1.0,97.284
VER,2.0,0 days 00:01:36.296000,5.0,SOFT,1.0,96.296
VER,3.0,0 days 00:01:36.753000,6.0,SOFT,1.0,96.753
VER,4.0,0 days 00:01:36.647000,7.0,SOFT,1.0,96.647
VER,5.0,0 days 00:01:37.173000,8.0,SOFT,1.0,97.173
VER,6.0,0 days 00:01:37.092000,9.0,SOFT,1.0,97.092
VER,7.0,0 days 00:01:37.038000,10.0,SOFT,1.0,97.038
VER,8.0,0 days 00:01:37.024000,11.0,SOFT,1.0,97.024
VER,9.0,0 days 00:01:37.229000,12.0,SOFT,1.0,97.229
VER,10.0,0 days 00:01:36.960000,13.0,SOFT,1.0,96.96
VER,11.0,0 days 00:01:37.085000,14.0,SOFT,1.0,97.085
VER,12.0,0 days 00:01:37.045000,15.0,SOFT,1.0,97.045
VER,13.0,0 days 00:01:37.030000,16.0,SOFT,1.0,97.03
VER,14.0,0 days 00:01:37.028000,17.0,SOFT,1.0,97.028
VER,15.0,0 days 00:01:37.011000,18.0,SOFT,1.0,97.011
VER,16.0,0 days 00:01:37.168000,19.0,SOFT,1.0,97.168
VER,17.0,0 days 00:01:39.896000,20.0,SOFT,1.0,99.896
VER,19.0,0 days 00:01:35.283000,2.0,HARD,2.0,95.283
VER,20.0,0 days 00:01:35.160000,3.0,HARD,2.0,95.16
VER,21.0,0 days 00:01:35.316000,4.0,HARD,2.0,95.316
VER,22.0,0 days 00:01:35.204000,5.0,HARD,2.0,95.204
VER,23.0,0 days 00:01:35.216000,6.0,HARD,2.0,95.216
VER,24.0,0 days 00:01:35.289000,7.0,HARD,2.0,95.289
VER,25.0,0 days 00:01:35.342000,8.0,HARD,2.0,95.342
VER,26.0,0 days 00:01:35.223000,9.0,HARD,2.0,95.223
VER,27.0,0 days 00:01:35.581000,10.0,HARD,2.0,95.581
VER,28.0,0 days 00:01:35.477000,11.0,HARD,2.0,95.477
VER,29.0,0 days 00:01:35.793000,12.0,HARD,2.0,95.793
VER,30.0,0 days 00:01:35.771000,13.0,HARD,2.0,95.771
VER,31.0,0 days 00:01:35.679000,14.0,HARD,2.0,95.679
VER,32.0,0 days 00:01:35.886000,15.0,HARD,2.0,95.886
VER,33.0,0 days 00:01:35.863000,16.0,HARD,2.0,95.863
VER,34.0,0 days 00:01:36.133000,17.0,HARD,2.0,96.133
VER,35.0,0 days 00:01:36.018000,18.0,HARD,2.0,96.018
VER,36.0,0 days 00:01:36.205000,19.0,HARD,2.0,96.205
VER,37.0,0 days 00:01:39.234000,20.0,HARD,2.0,99.234
VER,39.0,0 days 00:01:32.608000,2.0,SOFT,3.0,92.608
VER,40.0,0 days 00:01:36.589000,3.0,SOFT,3.0,96.589
VER,41.0,0 days 00:01:35.290000,4.0,SOFT,3.0,95.29
VER,42.0,0 days 00:01:34.667000,5.0,SOFT,3.0,94.667
VER,43.0,0 days 00:01:34.151000,6.0,SOFT,3.0,94.151
VER,44.0,0 days 00:01:34.531000,7.0,SOFT,3.0,94.531
VER,45.0,0 days 00:01:34.249000,8.0,SOFT,3.0,94.249
VER,46.0,0 days 00:01:34.193000,9.0,SOFT,3.0,94.193
VER,47.0,0 days 00:01:34.239000,10.0,SOFT,3.0,94.239
VER,48.0,0 days 00:01:34.350000,11.0,SOFT,3.0,94.35
VER,49.0,0 days 00:01:34.403000,12.0,SOFT,3.0,94.403
VER,50.0,0 days 00:01:34.783000,13.0,SOFT,3.0,94.783
VER,51.0,0 days 00:01:34.340000,14.0,SOFT,3.0,94.34
VER,52.0,0 days 00:01:34.906000,15.0,SOFT,3.0,94.906
VER,53.0,0 days 00:01:35.600000,16.0,SOFT,3.0,95.6
VER,54.0,0 days 00:01:35.334000,17.0,SOFT,3.0,95.334
VER,55.0,0 days 00:01:35.184000,18.0,SOFT,3.0,95.184
VER,56.0,0 days 00:01:34.671000,19.0,SOFT,3.0,94.671
VER,57.0,0 days 00:01:34.923000,20.0,SOFT,3.0,94.923
PER,1.0,0 days 00:01:40.053000,4.0,SOFT,1.0,100.053
PER,2.0,0 days 00:01:36.541000,5.0,SOFT,1.0,96.541
PER,3.0,0 days 00:01:37.297000,6.0,SOFT,1.0,97.297
PER,4.0,0 days 00:01:37.722000,7.0,SOFT,1.0,97.722
PER,5.0,0 days 00:01:38.044000,8.0,SOFT,1.0,98.044
PER,6.0,0 days 00:01:37.823000,9.0,SOFT,1.0,97.823
PER,7.0,0 days 00:01:37.821000,10.0,SOFT,1.0,97.821
PER,8.0,0 days 00:01:37.838000,11.0,SOFT,1.0,97.838
PER,9.0,0 days 00:01:37.596000,12.0,SOFT,1.0,97.596
PER,10.0,0 days 00:01:37.630000,13.0,SOFT,1.0,97.63
PER,11.0,0 days 00:01:37.836000,14.0,SOFT,1.0,97.836
PER,12.0,0 days 00:01:40.277000,15.0,SOFT,1.0,100.277
PER,14.0,0 days 00:01:35.606000,2.0,HARD,2.0,95.606
PER,15.0,0 days 00:01:36.815000,3.0,HARD,2.0,96.815
PER,16.0,0 days 00:01:35.783000,4.0,HARD,2.0,95.783
PER,17.0,0 days 00:01:36.454000,5.0,HARD,2.0,96.454
PER,18.0,0 days 00:01:36.311000,6.0,HARD,2.0,96.311
PER,19.0,0 days 00:01:36.038000,7.0,HARD,2.0,96.038
PER,20.0,0 days 00:01:36.278000,8.0,HARD,2.0,96.278
PER,21.0,0 days 00:01:36.165000,9.0,HARD,2.0,96.165
PER,22.0,0 days 00:01:36.037000,10.0,HARD,2.0,96.037
PER,23.0,0 days 00:01:36.249000,11.0,HARD,2.0,96.249
PER,24.0,0 days 00:01:36.211000,12.0,HARD,2.0,96.211
PER,25.0,0 days 00:01:36.344000,13.0,HARD,2.0,96.344
PER,26.0,0 days 00:01:36.347000,14.0,HARD,2.0,96.347
PER,27.0,0 days 00:01:36.233000,15.0,HARD,2.0,96.233
PER,28.0,0 days 00:01:36.226000,16.0,HARD,2.0,96.226
PER,29.0,0 days 00:01:36.437000,17.0,HARD,2.0,96.437
PER,30.0,0 days 00:01:36.313000,18.0,HARD,2.0,96.313
PER,31.0,0 days 00:01:36.339000,19.0,HARD,2.0,96.339
PER,32.0,0 days 00:01:36.276000,20.0,HARD,2.0,96.276
PER,33.0,0 days 00:01:36.564000,21.0,HARD,2.0,96.564
PER,34.0,0 days 00:01:36.378000,22.0,HARD,2.0,96.378
PER,35.0,0 days 00:01:36.776000,23.0,HARD,2.0,96.776
PER,36.0,0 days 00:01:39.365000,24.0,HARD,2.0,99.365
PER,38.0,0 days 00:01:34.804000,2.0,SOFT,3.0,94.804
PER,39.0,0 days 00:01:34.607000,3.0,SOFT,3.0,94.607
PER,40.0,0 days 00:01:34.364000,4.0,SOFT,3.0,94.364
PER,41.0,0 days 00:01:34.400000,5.0,SOFT,3.0,94.4
PER,42.0,0 days 00:01:34.525000,6.0,SOFT,3.0,94.525
PER,43.0,0 days 00:01:34.797000,7.0,SOFT,3.0,94.797
PER,44.0,0 days 00:01:34.799000,8.0,SOFT,3.0,94.799
PER,45.0,0 days 00:01:34.592000,9.0,SOFT,3.0,94.592
PER,46.0,0 days 00:01:34.844000,10.0,SOFT,3.0,94.844
PER,47.0,0 days 00:01:34.730000,11.0,SOFT,3.0,94.73
PER,48.0,0 days 00:01:34.885000,12.0,SOFT,3.0,94.885
PER,49.0,0 days 00:01:34.966000,13.0,SOFT,3.0,94.966
PER,50.0,0 days 00:01:35.082000,14.0,SOFT,3.0,95.082
PER,51.0,0 days 00:01:34.940000,15.0,SOFT,3.0,94.94
PER,52.0,0 days 00:01:35.183000,16.0,SOFT,3.0,95.183
PER,53.0,0 days 00:01:35.842000,17.0,SOFT,3.0,95.842
PER,54.0,0 days 00:01:35.459000,18.0,SOFT,3.0,95.459
PER,55.0,0 days 00:01:35.611000,19.0,SOFT,3.0,95.611
PER,56.0,0 days 00:01:35.568000,20.0,SOFT,3.0,95.568
PER,57.0,0 days 00:01:35.746000,21.0,SOFT,3.0,95.746
SAI,1.0,0 days 00:01:40.620000,4.0,SOFT,1.0,100.62
SAI,2.0,0 days 00:01:37.236000,5.0,SOFT,1.0,97.236
SAI,3.0,0 days 00:01:37.080000,6.0,SOFT,1.0,97.08
SAI,4.0,0 days 00:01:37.264000,7.0,SOFT,1.0,97.264
SAI,5.0,0 days 00:01:38.032000,8.0,SOFT,1.0,98.032
SAI,6.0,0 days 00:01:37.741000,9.0,SOFT,1.0,97.741
SAI,7.0,0 days 00:01:38.260000,10.0,SOFT,1.0,98.26
SAI,8.0,0 days 00:01:38.183000,11.0,SOFT,1.0,98.183
SAI,9.0,0 days 00:01:38.030000,12.0,SOFT,1.0,98.03
SAI,10.0,0 days 00:01:37.608000,13.0,SOFT,1.0,97.608
SAI,11.0,0 days 00:01:37.656000,14.0,SOFT,1.0,97.656
SAI,12.0,0 days 00:01:37.650000,15.0,SOFT,1.0,97.65
SAI,13.0,0 days 00:01:37.243000,16.0,SOFT,1.0,97.243
SAI,14.0,0 days 00:01:39.753000,17.0,SOFT,1.0,99.753
SAI,16.0,0 days 00:01:36.376000,2.0,HARD,2.0,96.376
SAI,17.0,0 days 00:01:35.507000,3.0,HARD,2.0,95.507
SAI,18.0,0 days 00:01:36.088000,4.0,HARD,2.0,96.088
SAI,19.0,0 days 00:01:36.236000,5.0,HARD,2.0,96.236
SAI,20.0,0 days 00:01:36.034000,6.0,HARD,2.0,96.034
SAI,21.0,0 days 00:01:36.104000,7.0,HARD,2.0,96.104
SAI,22.0,0 days 00:01:36.008000,8.0,HARD,2.0,96.008
SAI,23.0,0 days 00:01:36.149000,9.0,HARD,2.0,96.149
SAI,24.0,0 days 00:01:36.200000,10.0,HARD,2.0,96.2
SAI,25.0,0 days 00:01:36.220000,11.0,HARD,2.0,96.22
SAI,26.0,0 days 00:01:36.221000,12.0,HARD,2.0,96.221
SAI,27.0,0 days 00:01:36.272000,13.0,HARD,2.0,96.272
SAI,28.0,0 days 00:01:36.534000,14.0,HARD,2.0,96.534
SAI,29.0,0 days 00:01:36.600000,15.0,HARD,2.0,96.6
SAI,30.0,0 days 00:01:36.337000,16.0,HARD,2.0,96.337
SAI,31.0,0 days 00:01:36.537000,17.0,HARD,2.0,96.537
SAI,32.0,0 days 00:01:36.762000,18.0,HARD,2.0,96.762
SAI,33.0,0 days 00:01:36.556000,19.0,HARD,2.0,96.556
SAI,34.0,0 days 00:01:36.551000,20.0,HARD,2.0,96.551
SAI,35.0,0 days 00:01:39.274000,21.0,HARD,2.0,99.274
SAI,37.0,0 days 00:01:35.302000,2.0,HARD,3.0,95.302
SAI,38.0,0 days 00:01:35.100000,3.0,HARD,3.0,95.1
SAI,39.0,0 days 00:01:34.709000,4.0,HARD,3.0,94.709
SAI,40.0,0 days 00:01:34.739000,5.0,HARD,3.0,94.739
SAI,41.0,0 days 00:01:35.041000,6.0,HARD,3.0,95.041
SAI,42.0,0 days 00:01:34.861000,7.0,HARD,3.0,94.861
SAI,43.0,0 days 00:01:34.795000,8.0,HARD,3.0,94.795
SAI,44.0,0 days 00:01:34.507000,9.0,HARD,3.0,94.507
SAI,45.0,0 days 00:01:34.790000,10.0,HARD,3.0,94.79
SAI,46.0,0 days 00:01:34.853000,11.0,HARD,3.0,94.853
SAI,47.0,0 days 00:01:34.901000,12.0,HARD,3.0,94.901
SAI,48.0,0 days 00:01:34.981000,13.0,HARD,3.0,94.981
SAI,49.0,0 days 00:01:35.440000,14.0,HARD,3.0,95.44
SAI,50.0,0 days 00:01:35.142000,15.0,HARD,3.0,95.142
SAI,51.0,0 days 00:01:35.282000,16.0,HARD,3.0,95.282
SAI,52.0,0 days 00:01:35.083000,17.0,HARD,3.0,95.083
SAI,53.0,0 days 00:01:35.211000,18.0,HARD,3.0,95.211
SAI,54.0,0 days 00:01:35.309000,19.0,HARD,3.0,95.309
SAI,55.0,0 days 00:01:35.407000,20.0,HARD,3.0,95.407
SAI,56.0,0 days 00:01:35.305000,21.0,HARD,3.0,95.305
SAI,57.0,0 days 00:01:35.327000,22.0,HARD,3.0,95.327
LEC,1.0,0 days 00:01:38.271000,4.0,SOFT,1.0,98.271
LEC,2.0,0 days 00:01:36.862000,5.0,SOFT,1.0,96.862
LEC,3.0,0 days 00:01:38.062000,6.0,SOFT,1.0,98.062
LEC,4.0,0 days 00:01:37.752000,7.0,SOFT,1.0,97.752
LEC,5.0,0 days 00:01:38.131000,8.0,SOFT,1.0,98.131
LEC,6.0,0 days 00:01:37.782000,9.0,SOFT,1.0,97.782
LEC,7.0,0 days 00:01:38.957000,10.0,SOFT,1.0,98.957
LEC,8.0,0 days 00:01:38.136000,11.0,SOFT,1.0,98.136
LEC,9.0,0 days 00:01:37.844000,12.0,SOFT,1.0,97.844
LEC,10.0,0 days 00:01:37.884000,13.0,SOFT,1.0,97.884
LEC,11.0,0 days 00:01:41.737000,14.0,SOFT,1.0,101.737
LEC,13.0,0 days 00:01:36.432000,2.0,HARD,2.0,96.432
LEC,14.0,0 days 00:01:36.756000,3.0,HARD,2.0,96.756
LEC,15.0,0 days 00:01:36.813000,4.0,HARD,2.0,96.813
LEC,16.0,0 days 00:01:36.673000,5.0,HARD,2.0,96.673
LEC,17.0,0 days 00:01:37.302000,6.0,HARD,2.0,97.302
LEC,18.0,0 days 00:01:37.438000,7.0,HARD,2.0,97.438
LEC,19.0,0 days 00:01:36.821000,8.0,HARD,2.0,96.821
LEC,20.0,0 days 00:01:36.794000,9.0,HARD,2.0,96.794
LEC,21.0,0 days 00:01:36.977000,10.0,HARD,2.0,96.977
LEC,22.0,0 days 00:01:36.796000,11.0,HARD,2.0,96.796
LEC,23.0,0 days 00:01:36.987000,12.0,HARD,2.0,96.987
LEC,24.0,0 days 00:01:36.924000,13.0,HARD,2.0,96.924
LEC,25.0,0 days 00:01:36.760000,14.0,HARD,2.0,96.76
LEC,26.0,0 days 00:01:36.810000,15.0,HARD,2.0,96.81
LEC,27.0,0 days 00:01:36.831000,16.0,HARD,2.0,96.831
LEC,28.0,0 days 00:01:36.907000,17.0,HARD,2.0,96.907
LEC,29.0,0 days 00:01:36.963000,18.0,HARD,2.0,96.963
LEC,30.0,0 days 00:01:37.158000,19.0,HARD,2.0,97.158
LEC,31.0,0 days 00:01:37.031000,20.0,HARD,2.0,97.031
LEC,32.0,0 days 00:01:36.941000,21.0,HARD,2.0,96.941
LEC,33.0,0 days 00:01:36.741000,22.0,HARD,2.0,96.741
LEC,34.0,0 days 00:01:39.614000,23.0,HARD,2.0,99.614
LEC,36.0,0 days 00:01:34.090000,2.0,HARD,3.0,94.09
LEC,37.0,0 days 00:01:34.897000,3.0,HARD,3.0,94.897
LEC,38.0,0 days 00:01:34.783000,4.0,HARD,3.0,94.783
LEC,39.0,0 days 00:01:35.087000,5.0,HARD,3.0,95.087
LEC,40.0,0 days 00:01:34.859000,6.0,HARD,3.0,94.859
LEC,41.0,0 days 00:01:35.028000,7.0,HARD,3.0,95.028
LEC,42.0,0 days 00:01:34.982000,8.0,HARD,3.0,94.982
LEC,43.0,0 days 00:01:35.192000,9.0,HARD,3.0,95.192
LEC,44.0,0 days 00:01:35.051000,10.0,HARD,3.0,95.051
LEC,45.0,0 days 00:01:35.220000,11.0,HARD,3.0,95.22
LEC,46.0,0 days 00:01:35.058000,12.0,HARD,3.0,95.058
LEC,47.0,0 days 00:01:35.057000,13.0,HARD,3.0,95.057
LEC,48.0,0 days 00:01:35.308000,14.0,HARD,3.0,95.308
LEC,49.0,0 days 00:01:35.302000,15.0,HARD,3.0,95.302
LEC,50.0,0 days 00:01:35.383000,16.0,HARD,3.0,95.383
LEC,51.0,0 days 00:01:35.418000,17.0,HARD,3.0,95.418
LEC,52.0,0 days 00:01:35.394000,18.0,HARD,3.0,95.394
LEC,53.0,0 days 00:01:35.480000,19.0,HARD,3.0,95.48
LEC,54.0,0 days 00:01:35.265000,20.0,HARD,3.0,95.265
LEC,55.0,0 days 00:01:35.785000,21.0,HARD,3.0,95.785
LEC,56.0,0 days 00:01:35.924000,22.0,HARD,3.0,95.924
LEC,57.0,0 days 00:01:36.324000,23.0,HARD,3.0,96.324
RUS,1.0,0 days 00:01:39.228000,4.0,SOFT,1.0,99.228
RUS,2.0,0 days 00:01:36.635000,5.0,SOFT,1.0,96.635
RUS,3.0,0 days 00:01:36.406000,6.0,SOFT,1.0,96.406
RUS,4.0,0 days 00:01:37.738000,7.0,SOFT,1.0,97.738
RUS,5.0,0 days 00:01:38.116000,8.0,SOFT,1.0,98.116
RUS,6.0,0 days 00:01:37.784000,9.0,SOFT,1.0,97.784
RUS,7.0,0 days 00:01:38.082000,10.0,SOFT,1.0,98.082
RUS,8.0,0 days 00:01:37.862000,11.0,SOFT,1.0,97.862
RUS,9.0,0 days 00:01:37.730000,12.0,SOFT,1.0,97.73
RUS,10.0,0 days 00:01:37.782000,13.0,SOFT,1.0,97.782
RUS,11.0,0 days 00:01:40.515000,14.0,SOFT,1.0,100.515
RUS,13.0,0 days 00:01:37.167000,2.0,HARD,2.0,97.167
RUS,14.0,0 days 00:01:37.571000,3.0,HARD,2.0,97.571
RUS,15.0,0 days 00:01:36.922000,4.0,HARD,2.0,96.922
RUS,16.0,0 days 00:01:36.683000,5.0,HARD,2.0,96.683
RUS,17.0,0 days 00:01:36.234000,6.0,HARD,2.0,96.234
RUS,18.0,0 days 00:01:37.819000,7.0,HARD,2.0,97.819
RUS,19.0,0 days 00:01:37.233000,8.0,HARD,2.0,97.233
RUS,20.0,0 days 00:01:36.732000,9.0,HARD,2.0,96.732
RUS,21.0,0 days 00:01:36.769000,10.0,HARD,2.0,96.769
RUS,22.0,0 days 00:01:36.992000,11.0,HARD,2.0,96.992
RUS,23.0,0 days 00:01:36.954000,12.0,HARD,2.0,96.954
RUS,24.0,0 days 00:01:36.736000,13.0,HARD,2.0,96.736
RUS,25.0,0 days 00:01:36.928000,14.0,HARD,2.0,96.928
RUS,26.0,0 days 00:01:36.801000,15.0,HARD,2.0,96.801
RUS,27.0,0 days 00:01:36.815000,16.0,HARD,2.0,96.815
RUS,28.0,0 days 00:01:36.911000,17.0,HARD,2.0,96.911
RUS,29.0,0 days 00:01:37.066000,18.0,HARD,2.0,97.066
RUS,30.0,0 days 00:01:37.186000,19.0,HARD,2.0,97.186
RUS,31.0,0 days 00:01:39.405000,20.0,HARD,2.0,99.405
RUS,33.0,0 days 00:01:35.838000,2.0,HARD,3.0,95.838
RUS,34.0,0 days 00:01:35.241000,3.0,HARD,3.0,95.241
RUS,35.0,0 days 00:01:35.772000,4.0,HARD,3.0,95.772
RUS,36.0,0 days 00:01:35.434000,5.0,HARD,3.0,95.434
RUS,37.0,0 days 00:01:35.481000,6.0,HARD,3.0,95.481
RUS,38.0,0 days 00:01:35.479000,7.0,HARD,3.0,95.479
RUS,39.0,0 days 00:01:35.204000,8.0,HARD,3.0,95.204
RUS,40.0,0 days 00:01:35.065000,9.0,HARD,3.0,95.065
RUS,41.0,0 days 00:01:35.093000,10.0,HARD,3.0,95.093
RUS,42.0,0 days 00:01:35.136000,11.0,HARD,3.0,95.136
RUS,43.0,0 days 00:01:35.193000,12.0,HARD,3.0,95.193
RUS,44.0,0 days 00:01:35.162000,13.0,HARD,3.0,95.162
RUS,45.0,0 days 00:01:35.276000,14.0,HARD,3.0,95.276
RUS,46.0,0 days 00:01:36.657000,15.0,HARD,3.0,96.657
RUS,47.0,0 days 00:01:35.805000,16.0,HARD,3.0,95.805
RUS,48.0,0 days 00:01:36.059000,17.0,HARD,3.0,96.059
RUS,49.0,0 days 00:01:35.954000,18.0,HARD,3.0,95.954
RUS,50.0,0 days 00:01:36.181000,19.0,HARD,3.0,96.181
RUS,51.0,0 days 00:01:35.852000,20.0,HARD,3.0,95.852
RUS,52.0,0 days 00:01:36.186000,21.0,HARD,3.0,96.186
RUS,53.0,0 days 00:01:35.979000,22.0,HARD,3.0,95.979
RUS,54.0,0 days 00:01:36.013000,23.0,HARD,3.0,96.013
RUS,55.0,0 days 00:01:36.151000,24.0,HARD,3.0,96.151
RUS,56.0,0 days 00:01:36.350000,25.0,HARD,3.0,96.35
RUS,57.0,0 days 00:01:36.440000,26.0,HARD,3.0,96.44
NOR,1.0,0 days 00:01:42.168000,4.0,SOFT,1.0,102.168
NOR,2.0,0 days 00:01:38.010000,5.0,SOFT,1.0,98.01
NOR,3.0,0 days 00:01:37.787000,6.0,SOFT,1.0,97.787
NOR,4.0,0 days 00:01:37.450000,7.0,SOFT,1.0,97.45
NOR,5.0,0 days 00:01:37.794000,8.0,SOFT,1.0,97.794
NOR,6.0,0 days 00:01:37.896000,9.0,SOFT,1.0,97.896
NOR,7.0,0 days 00:01:37.860000,10.0,SOFT,1.0,97.86
NOR,8.0,0 days 00:01:38.134000,11.0,SOFT,1.0,98.134
NOR,9.0,0 days 00:01:38.064000,12.0,SOFT,1.0,98.064
NOR,10.0,0 days 00:01:37.936000,13.0,SOFT,1.0,97.936
NOR,11.0,0 days 00:01:38.172000,14.0,SOFT,1.0,98.172
NOR,12.0,0 days 00:01:38.082000,15.0,SOFT,1.0,98.082
NOR,13.0,0 days 00:01:40.635000,16.0,SOFT,1.0,100.635
NOR,15.0,0 days 00:01:36.912000,2.0,HARD,2.0,96.912
NOR,16.0,0 days 00:01:36.565000,3.0,HARD,2.0,96.565
NOR,17.0,0 days 00:01:36.776000,4.0,HARD,2.0,96.776
NOR,18.0,0 days 00:01:36.508000,5.0,HARD,2.0,96.508
NOR,19.0,0 days 00:01:36.416000,6.0,HARD,2.0,96.416
NOR,20.0,0 days 00:01:36.501000,7.0,HARD,2.0,96.501
NOR,21.0,0 days 00:01:36.620000,8.0,HARD,2.0,96.62
NOR,22.0,0 days 00:01:36.668000,9.0,HARD,2.0,96.668
NOR,23.0,0 days 00:01:36.696000,10.0,HARD,2.0,96.696
NOR,24.0,0 days 00:01:36.823000,11.0,HARD,2.0,96.823
NOR,25.0,0 days 00:01:36.730000,12.0,HARD,2.0,96.73
NOR,26.0,0 days 00:01:36.566000,13.0,HARD,2.0,96.566
NOR,27.0,0 days 00:01:36.726000,14.0,HARD,2.0,96.726
NOR,28.0,0 days 00:01:37.018000,15.0,HARD,2.0,97.018
NOR,29.0,0 days 00:01:37.041000,16.0,HARD,2.0,97.041
NOR,30.0,0 days 00:01:36.986000,17.0,HARD,2.0,96.986
NOR,31.0,0 days 00:01:37.083000,18.0,HARD,2.0,97.083
NOR,32.0,0 days 00:01:37.171000,19.0,HARD,2.0,97.171
NOR,33.0,0 days 00:01:39.626000,20.0,HARD,2.0,99.626
NOR,35.0,0 days 00:01:34.476000,2.0,HARD,3.0,94.476
NOR,36.0,0 days 00:01:35.690000,3.0,HARD,3.0,95.69
NOR,37.0,0 days 00:01:35.067000,4.0,HARD,3.0,95.067
NOR,38.0,0 days 00:01:35.149000,5.0,HARD,3.0,95.149
NOR,39.0,0 days 00:01:34.880000,6.0,HARD,3.0,94.88
NOR,40.0,0 days 00:01:35.276000,7.0,HARD,3.0,95.276
NOR,41.0,0 days 00:01:35.069000,8.0,HARD,3.0,95.069
NOR,42.0,0 days 00:01:35.165000,9.0,HARD,3.0,95.165
NOR,43.0,0 days 00:01:35.295000,10.0,HARD,3.0,95.295
NOR,44.0,0 days 00:01:35.346000,11.0,HARD,3.0,95.346
NOR,45.0,0 days 00:01:35.338000,12.0,HARD,3.0,95.338
NOR,46.0,0 days 00:01:35.371000,13.0,HARD,3.0,95.371
NOR,47.0,0 days 00:01:35.485000,14.0,HARD,3.0,95.485
NOR,48.0,0 days 00:01:35.717000,15.0,HARD,3.0,95.717
NOR,49.0,0 days 00:01:35.674000,16.0,HARD,3.0,95.674
NOR,50.0,0 days 00:01:35.657000,17.0,HARD,3.0,95.657
NOR,51.0,0 days 00:01:36.038000,18.0,HARD,3.0,96.038
NOR,52.0,0 days 00:01:35.922000,19.0,HARD,3.0,95.922
NOR,53.0,0 days 00:01:35.782000,20.0,HARD,3.0,95.782
NOR,54.0,0 days 00:01:35.934000,21.0,HARD,3.0,95.934
NOR,55.0,0 days 00:01:36.223000,22.0,HARD,3.0,96.223
NOR,56.0,0 days 00:01:35.976000,23.0,HARD,3.0,95.976
NOR,57.0,0 days 00:01:36.582000,24.0,HARD,3.0,96.582
HAM,1.0,0 days 00:01:43.122000,4.0,SOFT,1.0,103.122
HAM,2.0,0 days 00:01:38.273000,5.0,SOFT,1.0,98.273
HAM,3.0,0 days 00:01:38.303000,6.0,SOFT,1.0,98.303
HAM,4.0,0 days 00:01:38.287000,7.0,SOFT,1.0,98.287
HAM,5.0,0 days 00:01:38.350000,8.0,SOFT,1.0,98.35
HAM,6.0,0 days 00:01:38.183000,9.0,SOFT,1.0,98.183
HAM,7.0,0 days 00:01:37.839000,10.0,SOFT,1.0,97.839
HAM,8.0,0 days 00:01:38.221000,11.0,SOFT,1.0,98.221
HAM,9.0,0 days 00:01:38.645000,12.0,SOFT,1.0,98.645
HAM,10.0,0 days 00:01:38.037000,13.0,SOFT,1.0,98.037
HAM,11.0,0 days 00:01:38.236000,14.0,SOFT,1.0,98.236
HAM,12.0,0 days 00:01:40.889000,15.0,SOFT,1.0,100.889
HAM,14.0,0 days 00:01:37.178000,2.0,HARD,2.0,97.178
HAM,15.0,0 days 00:01:37.264000,3.0,HARD,2.0,97.264
HAM,16.0,0 days 00:01:37.091000,4.0,HARD,2.0,97.091
HAM,17.0,0 days 00:01:37.111000,5.0,HARD,2.0,97.111
HAM,18.0,0 days 00:01:36.850000,6.0,HARD,2.0,96.85
HAM,19.0,0 days 00:01:36.694000,7.0,HARD,2.0,96.694
HAM,20.0,0 days 00:01:36.264000,8.0,HARD,2.0,96.264
HAM,21.0,0 days 00:01:36.510000,9.0,HARD,2.0,96.51
HAM,22.0,0 days 00:01:36.633000,10.0,HARD,2.0,96.633
HAM,23.0,0 days 00:01:36.717000,11.0,HARD,2.0,96.717
HAM,24.0,0 days 00:01:36.666000,12.0,HARD,2.0,96.666
HAM,25.0,0 days 00:01:36.919000,13.0,HARD,2.0,96.919
HAM,26.0,0 days 00:01:36.714000,14.0,HARD,2.0,96.714
HAM,27.0,0 days 00:01:37.201000,15.0,HARD,2.0,97.201
HAM,28.0,0 days 00:01:36.692000,16.0,HARD,2.0,96.692
HAM,29.0,0 days 00:01:36.786000,17.0,HARD,2.0,96.786
HAM,30.0,0 days 00:01:37.244000,18.0,HARD,2.0,97.244
HAM,31.0,0 days 00:01:36.975000,19.0,HARD,2.0,96.975
HAM,32.0,0 days 00:01:37.325000,20.0,HARD,2.0,97.325
HAM,33.0,0 days 00:01:39.696000,21.0,HARD,2.0,99.696
HAM,35.0,0 days 00:01:35.489000,2.0,HARD,3.0,95.489
HAM,36.0,0 days 00:01:35.279000,3.0,HARD,3.0,95.279
HAM,37.0,0 days 00:01:35.597000,4.0,HARD,3.0,95.597
HAM,38.0,0 days 00:01:34.966000,5.0,HARD,3.0,94.966
HAM,39.0,0 days 00:01:34.722000,6.0,HARD,3.0,94.722
HAM,40.0,0 days 00:01:35.041000,7.0,HARD,3.0,95.041
HAM,41.0,0 days 00:01:34.940000,8.0,HARD,3.0,94.94
HAM,42.0,0 days 00:01:34.996000,9.0,HARD,3.0,94.996
HAM,43.0,0 days 00:01:34.935000,10.0,HARD,3.0,94.935
HAM,44.0,0 days 00:01:35.169000,11.0,HARD,3.0,95.169
HAM,45.0,0 days 00:01:35.184000,12.0,HARD,3.0,95.184
HAM,46.0,0 days 00:01:35.285000,13.0,HARD,3.0,95.285
HAM,47.0,0 days 00:01:35.226000,14.0,HARD,3.0,95.226
HAM,48.0,0 days 00:01:36.165000,15.0,HARD,3.0,96.165
